user_id,business_id,stars
MuMVzbBYfHXvwM93TZfx-Q,OK0ba4X5seibH8oMWh4bhw,4.0
dZxXGlJtNwr9pag5UXCa4A,ACb637NG7EnswRs8U_BX_w,5.0
DMtVkV1K2DPimItj9xUfjw,XZbuPXdyA0ZtTu3AzqtQhg,4.0
dZudYQD1T2U5RSJeJWYCLw,kBJfBVaXJtPEKLTov1hJdQ,5.0
lMIm1Ye7BeVE21xqlImqEw,eNFubUPJR7yIQah-NxZN_g,2.0
z8-Y3mHdujSZS7JcvzFP8A,xBwE7uIx-yN-n4OpNeAaDQ,3.0
iAQFEArbXp1WUrseOFTLMA,gfhWUixZ4MmEAC1DtTsodA,5.0
wGiUu3rFw83EDj8bzMzsuQ,FiW6w5nmhlUoJAyNofb4jg,1.0
8wo82tssB-tY4L22u0f3Jg,hFY-MQpyuvBvZfxMqtxZHg,1.0
sHUQOhH75nK0J6n_INkKDA,4Vig7oCo9P-j2OnPUfaXCA,1.0
2VRkBZBS5FO_N7yBRWfaLA,gc_GGat7TgNCmrgc4nVOgw,4.0
ffMc-TmUUhEbj5LLNILB4A,4ZbRwCB9oGibxK21MUZKHA,1.0
UIdROvjyMfhoKhJ-Giuxpw,rcaPajgKOJC2vo_l3xa42A,5.0
4wp4XI9AxKNqJima-xahlg,nkDSE-yhvLX4ij5fSzvb5Q,3.0
oAFF_A02Ws0mwH-lkbzyMQ,l_kefVF1frmC0xRW2YkvUA,2.0
NrxsOAR-rBI-E7rD5B6Uug,Vw9u6qar1I2QlkQOV6KNVA,3.0
4FnosmTZU4Kq3110Ykt7ZA,VrGI7_nRjXpn0415S3coGQ,4.0
lq_DOs_38ctAKSzdE8gW4g,N6-dAWPTAaHqwRb94vXFCQ,5.0
gkw9tSW_DuxSvhKLES9ePQ,MNaPOkqm2vKeNG8EqkZWCg,5.0
LPva2snYp0Fdu8Z1QIXLiA,6ZIHxvFTHC1pvAzAS0uLDA,4.0
iDJCA-MMb8LRpBEN5qIWrA,H464UiJ5c7q5dAJ14h731A,4.0
aFXA_ZCpPWhsHVg1Uyjl4A,LLOCKcFIKbeWmiyCGytBSg,4.0
Qh1sq9Civof7Fd9TZLm4HQ,E0OKctOhZpUQgwUUBc_RwA,2.0
AVxQMKJsNvyNPbCJsinvYA,srHBs-NlG0upDlambkURbA,5.0
owc3KFagSCE38eWTQ4CaRQ,PBmMvDows5HWIqrEVvNfQQ,5.0
omzXdnZFmB6irpf7jmTQWQ,XwJ6fZRVbxQYRsryy4-qDw,5.0
FUT-tRk_GVBNqwS_Hogolw,lmxA0dJM0XsPCIHPXhEQ-g,2.0
Jv7tTiEpkm4vSLzp7Ryb5w,zidkKI_N1OPxsiddTOQH_Q,5.0
ktZxmBGBEnWLyecg0X4uVw,6M5WG1Hp38dsYkK77S-bzQ,5.0
XBRgHoPjOi4GgcYFCvYElQ,osSwv6CJy5hDKQdOKeyTow,2.0
mXBkddhNdHjw4vRmo7X8Hg,XWxYHSld0T2TfANwt1KmqA,5.0
1kNsEAhGU8d8xugMuXJGFA,cDoo0Pf1d_P79Rq3ZNk-Mw,3.0
YthHssImvAsOjE2AWWmg6w,6Cl15LapBVhw4ZfBIeVJJA,5.0
pvXNlamX78K_fQVUz8C3sw,NIPn7olHs6k3Svxy6DHUQA,3.0
uLWWpi62JJLnTh7UciJFHg,X2f2s37_cFKo4xpzGFqk1w,3.0
kbvHEgHre_T0wx0Z_7t_7A,3p410D9YzcmgyXQWCcCPiA,4.0
o6j8ZpiLIA2gwzaAsUHWpw,XSY26vVt9qvLh3SAECPzkg,5.0
q3ycagiLqUaRkOgEPf_gbw,ODTI9W7fHMKNWZ3g8VcFUg,4.0
-VtIPsp0TgYyO4bg9vyG9A,LeuGZImVz_IG1e-SMYTSXw,3.0
no2KpuffhnfD9PIDdlRM9g,Wj1yPG74S_vkCMspcSmH9g,4.0
Eg_VTAQwK3CxYTORNRWd2g,4m_hApwQ054v3ue_OxFmGw,5.0
aLqp_fe64ugZFuwMpsXLiw,XgRljuEUyaHBKIpIz-PRAA,5.0
x5bK_r_44IN2r-YqrHAE9w,Vw9u6qar1I2QlkQOV6KNVA,5.0
1EADjPQ3-qu7DSQ_8mII2Q,hsDkxhc-_YYsVqAeQBJJjg,5.0
oCFvgGH40QHc25qOUrpu3A,e13SEvJud_vgeDR_doL4sQ,5.0
3I806vywudUaWV6yVGHE2w,d4qwVw4PcN-_2mK2o1Ro1g,4.0
Pvb59pY9rcZM5xo1quPbbA,eaNenRk_liZBERFFLCXqqQ,5.0
3PnzCtO4eEagc9vq9rZGNw,_WvEXsx2eZ53lTWHlIx9kg,3.0
DtajKETYfOtSsKJCD33SOw,VrGI7_nRjXpn0415S3coGQ,4.0
QTLL0xbcy7AyLUPJogk5kg,0EUohlWGBPnIgzCULyWl7g,2.0
8Ad4ErIl1mZiZ_2kvI6MVA,2lF1UsGcDpDpaI1lXgRX_g,4.0
WAZMAkUNQvEDAJB5uwDerQ,FykLjv4tIq618q8F2pvTKg,1.0
ekO1FoeD8c9uqIQokBLCSQ,TKaND6oV1n2ylnCYoAfoag,5.0
DZEClXcmhoTk2caP9gpl5w,bM3ARXFMxGrntnHS6a7vEQ,5.0
fFFTeVrZfTWuvbJXNKb-vQ,HmsCerK_rub0Ulo0aC0f9A,4.0
IIE2OX5haarGNefY23R8BA,jM6JjZXFAQQANwdlEwbH3g,5.0
xFSLb_pxXta5G4oaRB1ylQ,TspQ9jCczz436RiJHJQYZw,5.0
sA5W9l1szGmeAOWAzTDaew,RNi6tW22UMgHwWLAb0mYdA,5.0
LmPxZshPCXBd4mrERDU8RA,atNpoWy_XrhT9EUIEP6azg,5.0
k1zNCz3JODi3YN5sXcKApw,8F-UdXe_YylX3k0L1SEiRg,5.0
wurJLbqM_iM0R64dQ8r3Qw,z9lOfnUorcbWR_xS0DSeHw,4.0
V_fSO8w2zoV6n7JCqM54oA,WpI8HWOVoHtCOOinszWDYQ,5.0
zzaq5Fn1U2Feut3dGxidNg,8nP8ghEpT6WFcM6tfqAaGA,5.0
NGuMR5J-N3TJ-d2XOfOhag,1QJFpZxLbHbXSKohWp9uIA,5.0
RRhco4irDXPk5EJmvuwr2w,PMPMHHLe9vFzcR67iCjgLA,5.0
ea-FFbghzx-nm4YZthLJaw,Ec9CBmL3285XkeHaNp-bSQ,5.0
uhXDfdIYPaI51_VIMgn-wA,ZGaW5a7wxXxUgGTtbFqNxg,4.0
U5hGl2vTIXG8CABB71BOwQ,L16ly2UGc9j4qO3Id8Gx3A,1.0
8mLXf-R5YEr2pLfVrfSd3g,U9aA5H13y7t9xWnoQslV0Q,4.0
BBLpIfJSBQPKT-KgcUm6Zw,Jz4LZvTibMEzXx8nZX5Q7g,2.0
Qh_QDSPPhWjJZ82kZnJPQg,DYuOxkW4DtlJsTHdxdXSlg,4.0
IfLTw-yFMpuiqAdYRxLv8Q,rcaPajgKOJC2vo_l3xa42A,4.0
UER4m0CBVgcFlVbMqhCvCg,upSPwM6Fr6RHAhwagnleow,5.0
iWsZrhQNLDivSrypzpfdBg,APPZiUz_CEvR_--qY-tbig,4.0
TwpFapxGnZwY9jFy0WjLJw,UaYpgH8ATDNNY7Uoa5utdA,4.0
_TVVlxhRqV19gdyZHTxctg,OD09pm-MzynigAvD5KoGPA,2.0
9urf9uT1i2N7pM3tkgpI4w,urkODQ1jX0qQzgbqsQjWVQ,5.0
S_a_7OjFxA0HRNIRK17DIw,WunR7VclAddvbCnc-97jzg,2.0
wRbcBWdiyeCDUydcBQcYfg,2GmGT-7QjowR1ihup3FbVA,2.0
Vb2u6EcBCBf1_LJSHpiWMw,w3gg3OaBTOAZpotv-i80hA,1.0
UHV0B24i_IVOKyXcRe9IeA,72S_eNMpbbSL2kRgzy-iXQ,1.0
odHJ5JAWEdes_HV8Q3BMKQ,7wHLFohwCw8l6WS-feLjeg,5.0
lgh7a1Qey0bbmv5JIQ1beQ,Ec9CBmL3285XkeHaNp-bSQ,5.0
Kl6jNDAE7PG_VVQafIptxQ,IfUkm42SB9D0m_ZbkQ711A,4.0
lShVqncthsaSB4viUhob1w,cHGu7VWETFPGSWrNUdXGeg,4.0
liJS3rpRalcZM4G-uHZLjw,bsrj9_hFAql3dlSf244zpg,2.0
NdmLQWsrGnGgWi4k0Jb0bg,JZwPJyoJnqlfjCsrnSUmNw,5.0
SCe2nY8q7x1Lozwf4tqU3w,xA6L2w_TlbxHubb1xeBE8w,2.0
fk-jBk1cFF9rsU7Mt-bV2g,KMnFlu3SifyKWKVeMX1UFg,2.0
KWFiZKiZBANVxuhm4MLBNw,gBy6UXTpoSHhW6qd15XU0g,4.0
4bxhIKz9ePWqD93UkEjnbg,NAigH4SqnuuQip8lekq7GQ,5.0
EWQil1sWe23p9uoEU5AZlg,uUEKndnFbHD8mVkGiirtpA,2.0
p3aNBKnpuy_h4gcVKl-r_Q,urkODQ1jX0qQzgbqsQjWVQ,5.0
85uM-cor3VXCUyVFEe0YNg,SZEFE5hL7aN5nM-A44iPwQ,5.0
JQlzHruOqwMuueStY_9_DA,_Kp1IPTi17wBywYOd30raA,2.0
CaV-DNd6uFyn882O8MYO_A,A_YO9kvdEqd8vXGKc696yg,1.0
7nIzgNF7YzI-UAyYr3y9hw,J9f-9Prw2YVM-fiZqv2fmQ,2.0
ljexhO2z36Mt3WXAjed-Kw,YTCCJ3ShO-zg0dlx1nk6dw,2.0
is1nHZ4oBqqmBm_mfVyhoQ,NrJSy3dgcXErFtOKGREmnw,4.0
EJq7AwhAAeywvg_lAANYJQ,0jAexNHRHhkQv4zNYqenBA,1.0
ZnNcaZ7tAIhvWzihCXjFSQ,oeW0vIYd3rUnAPgmD4fEFg,4.0
hLzOcDZQWWplz3asVUiwSg,tMdgY7Ou4k3bYZZulJCiuQ,5.0
8zUniV0wOwnyjRWpAL_E-w,q2GzUNQj998GSC8IhkN9hg,5.0
8tX-EprIfJarL2n88bnqkw,SAfuIUZMXrOnb3LWyvYjDA,4.0
8p4JGNgZl705fByqyF6BrQ,m8LwM6D7UkgZxCj7uw68GA,4.0
N_IFBJrVN5CVRNi4UmKf1g,0zTLMQOZhiCp9GFtegiFsw,5.0
SkueY7hVsyXmYItELoodGw,lpel3pRFAzlow7u2TJMz4Q,4.0
yMI4vNI5CWoJWmqjxJRD1A,xsFeeqZS6PoVvwseEefzEw,2.0
NfyYd5x7S2s9fsRm-HC6UQ,jppxrDQLXr4Nk8cV7IGlcw,3.0
cGskg8zw1KuSkpdraZXm7Q,WXR0ND0KqbArMZDvFMA-bw,5.0
XmguBITJlcsbm40y6zvJ8w,4-QlcyLqRc8To15oOHUjkg,2.0
jHONHSh8BHkmDARrfcoCGg,HccqNuvwDCrnAAM5e5lQ_w,2.0
-r2tywPFg7lCw9hPpHsk_w,uBCRRQJ4ukFaE_UyY6T1uQ,4.0
bO-O6QrB2qbMXsIUsu23Ew,qC9ivAdl47BcZdlbW7ffLg,4.0
Z1xIIAJxFQ37ESDZX9mNVw,nveeiYhDhj0WJu1JUmx9fw,5.0
JnPIjvC0cmooNDfsa9BmXg,nY2oBwH3s5sKox1mERIoVQ,5.0
lluNN1aQlFN7NQQ2BxFBUQ,AtD6B83S4Mbmq0t7iDnUVA,5.0
o0E4f4eLiI5d4Db6Mm3-Uw,eUuKXhloFVHdQsLdodcLbw,5.0
I1mLZm-YSIarwaj0q9Njuw,RvpSsArnUXRZgC4-I7AyTQ,3.0
N0Qmo0G67GLrmUK3dNB2Uw,zOMiDo5iGn5dTrckP4F_Ig,2.0
TTemlnsYaGzVKwt0lFFsiA,nJcyfIRGbI31EGLzillWYg,5.0
nHc2XXcOLpeUH_mkgUeWDQ,XhUec_6-kgPy1_ZYUrzvPQ,5.0
tSf2SivaZbYNabDCyQv1Tw,KalAJyO0Zpg3K1wVwYXBHA,1.0
A3nYLrq1pzx5T0WguYBBQQ,WBlYp-nmLiBLp7VjP1FJFg,1.0
HHAb1Wp2jYvdnz-lslgaQw,k-drEjxKmfqllwfY90STfA,5.0
gALa9uXg89XJCZ5XCp2VXg,KMKPusWbBaIORB669W0EeQ,4.0
Xg98DhTV0z4yNiC4LChDtQ,7z2x16M7IuG8KPfMsyVrKA,5.0
XOYOtGcJaddJkeH4JygokA,3z70db5MNhCBPpIaRCB5nQ,4.0
VmYpF5C3GL-7wFnvOkhpvg,du9_QFb75sxzKnLLQwSkMw,4.0
IeojscL3rg3x3vtmR-hWlA,tWdp26XQEJqJGnRmFVJQxA,4.0
FlkxSPplbkEOSJ-cvGomBg,UDE4VL0k8Zrko7RkJ4agGQ,5.0
OYvKoFz583_Sdn4-UWhUqg,XPLSNGSClW8gR5BTcvyOhQ,3.0
kTz1vf_yrcmTPdWta9QIpQ,RNi6tW22UMgHwWLAb0mYdA,5.0
iX1IIVWt5__u7ykkczLsRA,759faMgpYDW-00vxd-In3A,5.0
dhMblY6CDf6GQeOJSKiHPA,VMr8sgoQOW0fo0qVJENajA,5.0
ELcQDlf69kb-ihJfxZyL0A,AoO2nQHz2UmB_Y5-RQ4CTA,2.0
2TAvvTz9E6AOYObB9OOjaw,S4dLodWFIMjDxQKxuzHi3Q,4.0
6WmMHMBM4FLGyK98-reecA,tJcpzXzykNSLuzWwa1JQUw,1.0
Butq-0nTDYKFtSlpjmud3g,XTtNTWH_Nqv27RC7OtS7dQ,5.0
pMefTWo6gMdx8WhYSA2u3w,PjtX-5vSTBVyWfMREX8bRA,4.0
Cm2hoeA9O_8GkbwY0qwDaw,Sy75QB18Sv-xNp8FoA8KvQ,3.0
HmWd_szFZbzOJNbvrDI4DA,HmsCerK_rub0Ulo0aC0f9A,5.0
bRN42wJnFMJzY4ZzKqqz1A,49sbCG7F2jvqJsfG6-N8Rw,3.0
XLMpKbIsNOH1DcQN4knRjQ,ICUCAzUZFiWkYs7iCtNCQg,1.0
52MlnjkvSLLqKKSRrbrH0w,g0yeRwvJmdd-XrH9lye0ww,5.0
EVzpYvuyhBPb9u2sS-YJeg,3uHuoVXDAIoiHotGTHxcbg,1.0
UIJMQU0TSEeOf4ntpTzu1w,-FtngCwHCD2tRlH8jpj_Ag,5.0
BwwqlPVsJk1dbUyNwCWB7Q,28adZ4lsuUeVB2aWzohK9g,5.0
oz5TP2PGGAHIy5G4ZmO9rQ,du9_QFb75sxzKnLLQwSkMw,4.0
rKkpHJkJ27xOwnhy_bMkvA,RBVtuVodydOMkNr-RVTVYA,2.0
_JjBRV8pTAMV-tp6hebfEw,RNi6tW22UMgHwWLAb0mYdA,5.0
Hc2tC2TDMD1wDjp8aCq7jA,CK-Gv3vqIlWOrKP4fhT8_g,5.0
-tQ3UVVdNBZBR_HOVFROzw,6ZIHxvFTHC1pvAzAS0uLDA,4.0
WuXKh29BZhw1Tix_oUk2vg,lu6IAy3HQaQytbKIAPh2EA,5.0
SWFP-3VMVFkQswmTHwHODw,buacGSEw8yLGJo8g-i02wg,4.0
Rb4QUZN6QC92d_-nm5wlBw,Jt28TYWanzKrJYYr0Tf1MQ,2.0
FzRxr6E-3kjOb9wpsSOJ4Q,I3UkP4Mmp0cmfe3vTev0jw,2.0
cm6ctpCg3JKUUqV95YCwjw,Ok9vikKusbG_Ue9pJf6s3Q,5.0
kmOvnwtroMBC8y9lOR29bg,tvYID0arhN-shKGUrC1Wsg,1.0
tk2yQjiit-ZedTgZFnaZJg,cxsN3mkioAXuOLKy04QpyA,1.0
rCWrxuRC8_pfagpchtHp6A,cNCXUYQd3kFR_AyfjTejQQ,4.0
TSThCn9RaHqYF1VknVTTRQ,Xs2iTWxbczvfEapAFH3cyw,4.0
XhMjACJ8aKBdtZkZd_m1jQ,xlMgaPOpd_99SFTuOtDH0A,3.0
-KCQtcA-TEqWtIFKmGN_2A,hihud--QRriCYZw1zZvW4g,4.0
NhMt8aBjpG6LgOjDRXivJg,p2OOk46G_AOO0nCWl-eVlg,1.0
o6pljmlor3DJqUMiqvS67A,ZjKpGYdQCQPxzkYWAsV56w,5.0
8PVrN-By9CwpO1HLoyOhYA,5LPK0LeKiS4HKzYwKXvFLg,4.0
kTi96LP1DxwlFTe9jqkayQ,j9bWpCRwpDVfwVT_V85qeA,5.0
0TJ01iwzVLXtr_EYcfqoWQ,NfQTfc22vHKsq-UA05nAHg,4.0
9eQIGbBCrTfmedDFYQC98Q,hqKhAY4IJLj_7fmIpRy6Hg,5.0
A0Tkq4VV8dD6t8NbBxvBPA,xUsLyzWQId6nXwNDVq08qQ,4.0
CWenIpiWVvcBJPXFR5A6OQ,oS96aJIHFWcFAlGHKKXjaw,5.0
itnyIJv8rde63s9ddP_gfQ,hBJ0SZwpCX5fvJPyxFy83Q,5.0
GtAnNpuu4rVFEyBhv8k8Ww,hihud--QRriCYZw1zZvW4g,5.0
oODWez7la4yPs3uiw1mj9Q,ms7cmWkPiSBDTnz-1sv2kQ,5.0
HsHuPVBMDahL8CJm6_X63A,NFm869_w6cvVaWaNpAzjeA,5.0
FNP8h7mywPGKkErQSBJdqg,URf61OrDNrpWICL3XHXvmA,4.0
Yxf8BEKQUUJ4IdSgq56sWw,xfzDtGxx6B4a27RAyah69w,5.0
vf2ZkqTJNAjA844Kowf1ww,7PRse3yCQbEprAj1DWrEQQ,5.0
yT5ZNYWkDKESFAM7GVNIKQ,ATeOjZzE3VOI-RW7FUFJpQ,3.0
n3ahpmnEXsZYj3nbVMoUmg,Zja7ykq3icDzkN20XX6j1w,5.0
9IdTkwrtENWe3PieyPIYnA,cJzv3fbd7jL2ZHyFosFkOw,5.0
mWwoQZ9NnFNLXVpLqupUVg,iAu8s96GKQ73Xe7j_2GyCQ,5.0
2Y2BDlljwa5Gj55u8Oj1RQ,BYtGiZr3dbxa2qAhg_3I4w,5.0
0aHFybE0id9DD97QzAfNDQ,sSdHUsUZ4mvkb5ymIOJ_Aw,4.0
ITv82fJ1F-F4p-MU6C8M8A,T_YWS3Rp7-iu69VS5jcQPg,5.0
-InhDRRVG7wrwsgAUvN4Qw,-D2vGSq_SvuCmHdqsDxzeA,5.0
C7aIVNWsRtOnn6cGtc8WAA,YXvXE2p6xeg6a11SMIjQ3w,1.0
sSPbLBHcEMXaJfoO8zs1bA,poSV39UqEg-gpESXafS9-g,5.0
6X0i-oGUbh5DZdTHzFuKfg,9A1C1f0m4nQltQrOOTl-Kw,1.0
1Dul59QEe-Q-7OQHTLOptw,-8F04F54iDT6VgWPCgybug,4.0
EiuyyJ6_sGxNsxU_L1X0pA,2JU7FRlnYgdRauYyFzHSLA,5.0
vKqliPWXoZ2yO6VyJZvleg,tVyLQzyhhinKcGzlZIFZjQ,5.0
7AKiBumJ4c5o7Z5ipM6Pjg,Ki8seQY5mtXc36xjoMfeDA,5.0
Fw8Lj7q7DqTh-m3hGtXoiw,n-5dPbGyziS0SOkVDTquFQ,4.0
b04v2r8jaHlKTsPaZJ8exg,Os1n1_idfw9vv9kwULGJnQ,4.0
Rc5x6wqDTC1x-jn-8TSkLg,oUX2bYbqjqST-urKbOHG6w,5.0
P3qliHdJF8D597F_z4nObg,z4K95Y4P5nMrtJiDtXWDYA,4.0
Hs7tktWaOePcy7cJCXUjtA,1WtUgLhdBdQ39aBvEUbsnw,3.0
0FI7Qj-JD6Pm9QEbAprE0w,6nxVZ1s0mRhyRAdRymYAsQ,2.0
GAHpfnWFWGvigQUCDjkOcg,CfwrsG76Wm4iLS22v_wAcg,1.0
SRLUbD3FwG2w40IB9RlNNQ,Ra5fI9BEAuWWaLJSfkiCiQ,5.0
Ta5_SSg-ZWqn58W3P0uKnA,SZEFE5hL7aN5nM-A44iPwQ,5.0
UlRTdkOFDDhtUcMQ5Q1vOw,aqMfCbFNeWn1a4Evds83fg,5.0
kaWVhOJK3X3_XEtYBD8muw,Hb8pO9jpr4IeB6cFcVZxxA,5.0
guP0iaS6scB_ONYC67fyYw,8F-UdXe_YylX3k0L1SEiRg,4.0
I4RpSWfgDSlDZ6DL2FYfiw,0FUtlsQrJI7LhqDPxLumEw,4.0
wl2UKfXcam32XCFGIp5NSA,XgRljuEUyaHBKIpIz-PRAA,5.0
lJPm0lqWb0Lx3CT_QOXEZA,ATErtjbLCxEPOD8ICKKr5Q,1.0
TPZbqNXMA2xMXLLd1zL_0A,swX3Vj3dQsz1YlCRmwNQEQ,5.0
u7FrnUo4A-DZYM_OXbRo4g,zuVvDYJkKAbXQTTBauAqJQ,4.0
wgtJ6oS_VIZT_yVz3N5w3Q,Jt28TYWanzKrJYYr0Tf1MQ,3.0
l2BRqPLJAthlZXW6Te0CUg,k1c_bC3DK6mKg797vH1T8w,5.0
7qk1_0ZfrW4_dYQmHW0Cpg,ID5wWJ9C7G0hfbQilvlfxA,2.0
Et6zdAUoxM8BPJbKvsSJlw,eiTWTVThkHr-DKXxIysbgA,4.0
hRYTM_Z3Bp5oNtrxwl5ImA,s6L6SdVYhPcOQEDmNIg1-g,2.0
FIup8Q0uhRQn1F7zsKmmEQ,G5or_Fra4-6IYOVlm_dI2Q,1.0
hYnq9-wO-RzmiTTGMCNJgA,0a1BBSewiusfCalA9UVEYA,4.0
4kux7ad959LcfTy6usKpzA,Pthe4qk5xh4n-ef-9bvMSg,5.0
eVpp856OTmiZH3OEw8AYEA,cTJjTKz2huGZ-ElScC2pSw,4.0
rYPjqZO89ABei1fsZBSUbA,Pe9kznAqPNFOZ6Ly1qmE0A,4.0
XNEhI7txmya0WzsnYihU2Q,58APdML-PG_OD4El2ePTvw,5.0
xVuLiVjmHh-XQ6nCpyAx7Q,BFibmswPtBNyChp8vBHRsg,5.0
th5TCwgIUvK9UX9XLa4VGw,XnJeadLrlj9AZB8qSdIR2Q,2.0
lROh5HIO2jd2VhDOp8yO6w,ms7cmWkPiSBDTnz-1sv2kQ,4.0
lcDQPxJRR62T6hA8u4-aBA,Pthe4qk5xh4n-ef-9bvMSg,2.0
ViN-154MG-aeEZAX-VHYqQ,VMr8sgoQOW0fo0qVJENajA,4.0
rtayjZlKP71NpMKHm6VIpA,RMjCnixEY5i12CiqnskiVw,2.0
n1kvzpwRpVuEwMzjFNkX5A,UhCSu92r2XVPmhQET1c2Bw,4.0
WH2aXDOXXlZZsNIBoXw6ZQ,9Jo1pu0y2zU6ktiwQm6gNA,4.0
ZQdVRsytsEKJJ0cobovE-g,oZcbn7ENit23xbCsyu9xbA,4.0
K64uNIY-r4JRj1GZmtrNUQ,2lF1UsGcDpDpaI1lXgRX_g,2.0
y9CYnmOuLiy84qnY8qVb2g,ItqPtxnayraXSlBS0EMOgg,5.0
Lm98gts_yO0eeVYnwYny3g,ZLVWlYQQxzZoJbg4w0gsMA,5.0
asYFxz_fdfF2-4IiwLaqXw,f0-KEhvOZeRx-Zfo6GoA_A,4.0
UAPa7nw1_0_yjvcH82It2g,CvonRhKDJaH155xhtpz_iw,4.0
ocbOc0jy1TjEhJIvuVpoPg,E0OKctOhZpUQgwUUBc_RwA,5.0
fSaj0b9IizqR8O1BLgbW4A,1VCK89mQPnDoGK0amBrYOg,2.0
SSd0HXDPcHhlMnrn9qwSWA,HNQzTcyaW3PwJ2oC8vKWHw,1.0
fuNc94vTMAQlOhkAu3raIw,E_DXCeVllZtHV93hsAIZvw,3.0
dO9V1_-8a2xg5r0FdTsU4w,NFm869_w6cvVaWaNpAzjeA,5.0
dWLdQjvlpNrOREiaO1SWFQ,v4qyBRpTBvOO55M4IAqNNg,3.0
wgStScIpJA9_KhUTOvWM4w,xfzDtGxx6B4a27RAyah69w,5.0
